,area_type,location,total_sqft,bath,balcony,price,bhk
8488,Super built-up  Area,Sarjapur  Road,1028.0,2.0,1.0,56.0,2
8490,Super built-up  Area,Sarjapur  Road,1181.0,2.0,1.0,65.0,3
8491,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
8492,Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.55,2
8493,Super built-up  Area,Sarjapur  Road,1350.0,2.0,1.0,85.0,2
8494,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,72.0,3
8495,Super built-up  Area,Sarjapur  Road,1019.0,2.0,1.0,62.0,2
8496,Super built-up  Area,Sarjapur  Road,3418.0,3.0,2.0,235.0,4
8497,Super built-up  Area,Sarjapur  Road,691.0,1.0,1.0,31.1,1
8501,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
8502,Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,182.0,3
8505,Super built-up  Area,Sarjapur  Road,1881.0,3.0,2.0,145.0,3
8507,Plot  Area,Sarjapur  Road,2880.0,3.0,2.0,211.0,4
8508,Built-up  Area,Sarjapur  Road,3418.0,2.0,2.0,222.0,4
8510,Built-up  Area,Sarjapur  Road,675.0,1.0,1.0,27.0,1
8511,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
8512,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
8513,Super built-up  Area,Sarjapur  Road,1335.0,2.0,1.0,95.0,2
8515,Built-up  Area,Sarjapur  Road,1680.0,3.0,2.0,126.0,3
8516,Super built-up  Area,Sarjapur  Road,1222.0,2.0,1.0,68.0,3
8517,Built-up  Area,Sarjapur  Road,3420.0,4.0,2.0,225.0,4
8518,Super built-up  Area,Sarjapur  Road,1510.0,2.0,1.0,110.0,3
8519,Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,78.0,2
8521,Super built-up  Area,Sarjapur  Road,1129.0,2.0,1.0,69.0,2
8522,Super built-up  Area,Sarjapur  Road,1850.0,3.0,2.0,140.0,3
8524,Super built-up  Area,Sarjapur  Road,1879.0,3.0,2.0,155.0,3
8525,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
8526,Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,175.0,4
8527,Super built-up  Area,Sarjapur  Road,1323.0,2.0,2.0,74.0,2
8528,Super built-up  Area,Sarjapur  Road,2289.0,3.0,2.0,178.0,3
8531,Super built-up  Area,Sarjapur  Road,2100.0,3.0,2.0,130.0,3
8532,Super built-up  Area,Sarjapur  Road,702.0,1.0,0.0,35.8,1
8533,Super built-up  Area,Sarjapur  Road,1320.0,2.0,2.0,110.0,2
8535,Super built-up  Area,Sarjapur  Road,1800.0,3.0,2.0,128.0,3
8536,Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,187.0,3
8538,Super built-up  Area,Sarjapur  Road,1026.0,2.0,2.0,60.8,2
8540,Built-up  Area,Sarjapur  Road,1216.0,2.0,2.0,70.0,2
8541,Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,62.0,2
8543,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,69.0,3
8545,Super built-up  Area,Sarjapur  Road,1026.0,2.0,1.0,60.8,2
8547,Plot  Area,Sarjapur  Road,1600.0,3.0,1.0,120.0,3
8549,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
8550,Super built-up  Area,Sarjapur  Road,475.0,1.0,1.0,26.0,1
8553,Super built-up  Area,Sarjapur  Road,1660.0,2.0,2.0,116.0,3
8556,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,69.61,2
8557,Super built-up  Area,Sarjapur  Road,2089.0,3.0,2.0,148.0,3
8558,Super built-up  Area,Sarjapur  Road,1612.0,3.0,1.0,98.38,3
8559,Super built-up  Area,Sarjapur  Road,1290.0,2.0,2.0,88.0,2
8560,Super built-up  Area,Sarjapur  Road,1371.0,2.0,1.0,86.0,2
8561,Super built-up  Area,Sarjapur  Road,2140.0,3.0,2.0,139.0,3
8562,Super built-up  Area,Sarjapur  Road,1044.0,2.0,2.0,55.0,2
8564,Super built-up  Area,Sarjapur  Road,2180.0,4.0,3.0,180.0,3
8565,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,119.0,3
8566,Super built-up  Area,Sarjapur  Road,2206.0,4.0,1.0,180.0,3
8567,Super built-up  Area,Sarjapur  Road,1309.0,2.0,3.0,69.5,2
8568,Super built-up  Area,Sarjapur  Road,1691.0,3.0,2.0,100.0,3
8569,Built-up  Area,Sarjapur  Road,1367.0,2.0,0.0,80.0,2
8572,Super built-up  Area,Sarjapur  Road,1984.0,4.0,1.0,148.0,3
8574,Super built-up  Area,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
8576,Super built-up  Area,Sarjapur  Road,1112.0,2.0,1.0,58.0,2
8577,Super built-up  Area,Sarjapur  Road,1340.0,2.0,2.0,75.0,2
8578,Plot  Area,Sarjapur  Road,3500.0,3.0,2.0,275.0,3
8580,Super built-up  Area,Sarjapur  Road,1132.0,2.0,1.0,70.0,2
8582,Super built-up  Area,Sarjapur  Road,2425.0,5.0,1.0,195.0,4
8583,Super built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,48.0,3
8584,Super built-up  Area,Sarjapura - Attibele Road,1329.0,2.0,2.0,45.95,3
8585,Super built-up  Area,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2
8586,Plot  Area,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3
8587,Super built-up  Area,Sarjapura - Attibele Road,1033.0,2.0,2.0,28.41,2
8588,Super built-up  Area,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3
8589,Plot  Area,Sarjapura - Attibele Road,1800.0,3.0,2.0,90.0,3
8590,Built-up  Area,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2
8591,Super built-up  Area,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2
8592,Built-up  Area,Sarjapura - Attibele Road,1330.0,2.0,1.0,49.0,3
8593,Super built-up  Area,Sarjapura - Attibele Road,1090.0,2.0,1.0,37.0,2
8594,Super built-up  Area,Sarjapura - Attibele Road,1126.0,2.0,1.0,36.0,2
8595,Super built-up  Area,Sarjapura - Attibele Road,740.0,1.0,1.0,23.65,1
8596,Super built-up  Area,Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3
8597,Super built-up  Area,Sector 2 HSR Layout,1296.0,2.0,1.0,75.0,2
8598,Super built-up  Area,Sector 2 HSR Layout,794.0,1.0,1.0,60.0,1
8599,Super built-up  Area,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2
8600,Super built-up  Area,Sector 2 HSR Layout,1665.0,3.0,2.0,110.0,3
8601,Super built-up  Area,Sector 2 HSR Layout,1512.0,3.0,2.0,80.0,3
8602,Built-up  Area,Sector 2 HSR Layout,1332.0,2.0,2.0,101.0,2
8603,Super built-up  Area,Sector 2 HSR Layout,1600.0,3.0,2.0,90.0,3
8604,Super built-up  Area,Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2
8605,Plot  Area,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4
8606,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2
8607,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,145.0,3
8608,Built-up  Area,Sector 7 HSR Layout,3900.0,3.0,2.0,300.0,3
8609,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,1.0,98.86,2
8610,Super built-up  Area,Sector 7 HSR Layout,1342.0,2.0,2.0,115.0,2
8611,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,160.0,3
8612,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,142.0,3
8613,Built-up  Area,Sector 7 HSR Layout,2400.0,2.0,3.0,195.0,3
8614,Super built-up  Area,Sector 7 HSR Layout,1760.0,3.0,2.0,185.0,3
8615,Super built-up  Area,Sector 7 HSR Layout,1162.0,2.0,2.0,98.77,2
8616,Super built-up  Area,Seegehalli,901.0,2.0,1.0,35.14,2
8618,Plot  Area,Seegehalli,800.0,1.0,0.0,50.0,2
8620,Super built-up  Area,Seegehalli,1118.0,2.0,2.0,37.5,2
8621,Plot  Area,Seegehalli,1200.0,2.0,0.0,62.0,3
8622,Plot  Area,Seegehalli,1155.0,2.0,0.0,72.0,2
8623,Super built-up  Area,Seegehalli,1830.0,4.0,2.0,82.0,3
8624,Plot  Area,Seegehalli,4000.0,3.0,1.0,235.0,3
8627,Super built-up  Area,Seegehalli,1096.0,2.0,1.0,41.0,2
8629,Super built-up  Area,Seegehalli,920.0,2.0,1.0,27.0,2
8630,Super built-up  Area,Seegehalli,1553.0,3.0,3.0,68.0,3
8631,Super built-up  Area,Seegehalli,1639.0,3.0,3.0,120.0,3
8632,Plot  Area,Seegehalli,3000.0,4.0,2.0,235.0,3
8633,Super built-up  Area,Seegehalli,1134.0,2.0,2.0,45.0,2
8634,Super built-up  Area,Seegehalli,1683.0,3.0,3.0,80.0,3
8635,Super built-up  Area,Seegehalli,1176.0,2.0,2.0,50.0,2
8636,Plot  Area,Seegehalli,3000.0,4.0,2.0,240.0,3
8637,Built-up  Area,Shampura,2650.0,4.0,2.0,150.0,4
8638,Super built-up  Area,Shampura,1200.0,2.0,3.0,53.0,2
8639,Super built-up  Area,Shampura,700.0,1.0,2.0,35.0,2
8640,Built-up  Area,Shampura,1400.0,3.0,1.0,70.0,3
8641,Built-up  Area,Shampura,1475.0,3.0,3.0,78.0,3
8642,Super built-up  Area,Shampura,1700.0,3.0,3.0,75.0,3
8643,Built-up  Area,Shivaji Nagar,850.0,2.0,2.0,55.0,2
8644,Super built-up  Area,Shivaji Nagar,1554.0,3.0,3.0,130.0,2
8645,Plot  Area,Shivaji Nagar,3820.0,1.0,1.0,306.0,1
8646,Super built-up  Area,Shivaji Nagar,703.0,2.0,1.0,49.5,2
8647,Super built-up  Area,Shivaji Nagar,1460.0,2.0,1.0,90.0,3
8648,Carpet  Area,Shivaji Nagar,600.0,1.0,1.0,65.0,2
8650,Super built-up  Area,Singasandra,1030.0,2.0,2.0,55.0,2
8651,Built-up  Area,Singasandra,3850.0,6.0,3.0,195.0,4
8652,Super built-up  Area,Singasandra,1100.0,2.0,1.0,52.0,2
8654,Super built-up  Area,Singasandra,1300.0,2.0,2.0,65.0,2
8657,Super built-up  Area,Singasandra,1010.0,2.0,1.0,40.0,2
8658,Built-up  Area,Singasandra,1375.0,2.0,3.0,58.0,2
8659,Super built-up  Area,Singasandra,1120.0,2.0,1.0,60.0,2
8660,Super built-up  Area,Singasandra,1510.0,3.0,2.0,75.0,3
8661,Super built-up  Area,Singasandra,1179.0,2.0,2.0,56.0,2
8662,Super built-up  Area,Singasandra,1416.0,2.0,2.0,67.0,2
8663,Super built-up  Area,Singasandra,1476.0,2.0,1.0,73.0,3
8664,Super built-up  Area,Singasandra,1139.7,2.0,1.0,45.0,2
8665,Super built-up  Area,Singasandra,1465.0,2.0,3.0,60.0,2
8667,Super built-up  Area,Singasandra,1653.0,3.0,2.0,85.0,3
8668,Built-up  Area,Somasundara Palya,1255.0,2.0,2.0,67.0,2
8669,Super built-up  Area,Somasundara Palya,1448.0,2.0,2.0,68.0,2
8671,Super built-up  Area,Somasundara Palya,1178.0,2.0,3.0,73.0,2
8672,Super built-up  Area,Somasundara Palya,1260.0,2.0,1.0,60.0,2
8673,Built-up  Area,Somasundara Palya,1033.0,2.0,2.0,48.0,2
8674,Super built-up  Area,Somasundara Palya,1329.0,2.0,2.0,70.0,2
8675,Built-up  Area,Somasundara Palya,2372.0,3.0,2.0,140.0,3
8676,Super built-up  Area,Somasundara Palya,1185.0,2.0,3.0,70.0,2
8680,Built-up  Area,Somasundara Palya,2400.0,3.0,3.0,140.0,4
8681,Super built-up  Area,Somasundara Palya,1650.0,3.0,2.0,95.0,3
8682,Built-up  Area,Somasundara Palya,1186.0,2.0,3.0,72.0,2
8684,Super built-up  Area,Sompura,825.0,2.0,1.0,33.0,2
8685,Built-up  Area,Sompura,1025.0,2.0,0.0,37.0,3
8686,Super built-up  Area,Sompura,1020.0,2.0,3.0,41.0,2
8687,Built-up  Area,Sompura,1126.0,2.0,2.0,39.0,2
8688,Built-up  Area,Sompura,825.0,2.0,1.0,32.0,2
8689,Super built-up  Area,Sompura,1360.0,2.0,3.0,45.0,3
8690,Super built-up  Area,Sompura,1350.0,2.0,2.0,47.0,3
8691,Super built-up  Area,Sompura,2150.0,3.0,2.0,85.0,4
8693,Built-up  Area,Sonnenahalli,896.0,2.0,1.0,43.75,2
8694,Super built-up  Area,Sonnenahalli,1120.0,2.0,2.0,43.0,2
8695,Super built-up  Area,Sonnenahalli,1100.0,2.0,1.0,44.0,2
8696,Super built-up  Area,Sonnenahalli,1011.0,2.0,1.0,50.53,2
8697,Super built-up  Area,Sonnenahalli,1484.0,3.0,1.0,74.18,3
8698,Super built-up  Area,Sonnenahalli,1610.0,3.0,2.0,80.48,3
8699,Super built-up  Area,Sonnenahalli,1415.0,2.0,1.0,65.0,3
8700,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,58.0,2
8701,Super built-up  Area,Sonnenahalli,1268.0,2.0,1.0,56.0,2
8702,Super built-up  Area,Sonnenahalli,605.0,1.0,1.0,30.24,1
8703,Built-up  Area,Sonnenahalli,1484.0,3.0,1.0,75.0,3
8704,Super built-up  Area,Subramanyapura,929.0,2.0,0.0,50.17,2
8705,Built-up  Area,Subramanyapura,1200.0,2.0,2.0,52.0,2
8706,Super built-up  Area,Subramanyapura,975.0,2.0,1.0,58.0,2
8707,Built-up  Area,Subramanyapura,1277.0,2.0,2.0,55.0,2
8708,Super built-up  Area,Subramanyapura,985.0,2.0,1.0,58.0,2
8709,Super built-up  Area,Subramanyapura,1245.0,2.0,1.0,68.0,3
8710,Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,73.0,2
8711,Super built-up  Area,Subramanyapura,1313.0,2.0,2.0,66.5,2
8712,Super built-up  Area,Subramanyapura,1255.0,2.0,2.0,79.0,3
8713,Super built-up  Area,Subramanyapura,1330.0,3.0,2.0,72.0,3
8714,Built-up  Area,Subramanyapura,929.0,2.0,1.0,48.0,2
8715,Super built-up  Area,Subramanyapura,950.0,2.0,1.0,55.0,2
8716,Super built-up  Area,Subramanyapura,929.0,2.0,1.0,56.0,2
8718,Built-up  Area,Subramanyapura,1260.0,2.0,2.0,76.0,3
8720,Super built-up  Area,Subramanyapura,960.0,2.0,1.0,55.0,2
8721,Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,73.0,3
8723,Super built-up  Area,Subramanyapura,1278.0,3.0,2.0,70.0,3
8724,Super built-up  Area,Subramanyapura,929.0,2.0,2.0,49.0,2
8725,Super built-up  Area,Subramanyapura,1260.0,2.0,1.0,75.0,3
8726,Super built-up  Area,Subramanyapura,1000.0,2.0,1.0,45.0,2
8728,Super built-up  Area,Subramanyapura,929.0,1.0,2.0,51.0,2
8729,Super built-up  Area,Subramanyapura,1880.0,3.0,2.0,110.0,3
8731,Carpet  Area,Sultan Palaya,1700.0,3.0,3.0,120.0,3
8732,Super built-up  Area,Sultan Palaya,1100.0,2.0,1.0,45.0,2
8733,Built-up  Area,Sultan Palaya,900.0,2.0,2.0,45.0,2
8734,Built-up  Area,Sultan Palaya,870.0,2.0,1.0,65.0,2
8735,Built-up  Area,Sultan Palaya,1765.0,3.0,3.0,80.0,3
8736,Super built-up  Area,Sultan Palaya,1713.0,3.0,3.0,125.0,3
8737,Super built-up  Area,Sultan Palaya,1009.0,2.0,1.0,65.0,2
8738,Built-up  Area,Sultan Palaya,5000.0,5.0,2.0,325.0,4
8739,Super built-up  Area,Sultan Palaya,1070.0,2.0,2.0,49.0,2
8740,Plot  Area,TC Palaya,1475.0,3.0,1.0,98.0,3
8741,Plot  Area,TC Palaya,1200.0,2.0,0.0,60.0,2
8746,Plot  Area,TC Palaya,1240.0,2.0,1.0,60.0,2
8747,Plot  Area,TC Palaya,1500.0,2.0,1.0,100.0,3
8748,Plot  Area,TC Palaya,1200.0,2.0,0.0,65.0,2
8749,Plot  Area,TC Palaya,1200.0,2.0,0.0,70.0,2
8750,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8753,Plot  Area,TC Palaya,4800.0,3.0,3.0,302.0,4
8754,Built-up  Area,TC Palaya,1000.0,2.0,0.0,64.0,2
8756,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8757,Plot  Area,TC Palaya,1200.0,2.0,0.0,66.0,2
8760,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8762,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8765,Built-up  Area,TC Palaya,1200.0,2.0,0.0,65.0,2
8766,Super built-up  Area,TC Palaya,1500.0,2.0,0.0,75.0,2
8768,Built-up  Area,TC Palaya,1000.0,2.0,0.0,70.0,2
8769,Built-up  Area,TC Palaya,1100.0,2.0,0.0,65.0,2
8773,Built-up  Area,TC Palaya,1800.0,2.0,2.0,80.0,2
8775,Plot  Area,TC Palaya,1200.0,2.0,1.0,70.0,2
8776,Plot  Area,TC Palaya,1350.0,1.0,0.0,55.0,1
8777,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8778,Plot  Area,TC Palaya,900.0,2.0,0.0,55.0,2
8779,Built-up  Area,TC Palaya,1082.0,2.0,2.0,64.0,2
8783,Super built-up  Area,TC Palaya,1152.0,2.0,2.0,55.0,2
8787,Super built-up  Area,Talaghattapura,1868.0,3.0,2.0,131.0,3
8788,Super built-up  Area,Talaghattapura,2106.0,3.0,2.0,126.0,3
8789,Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,121.0,3
8790,Super built-up  Area,Talaghattapura,2106.0,3.0,2.0,126.0,3
8791,Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,135.0,3
8792,Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3
8793,Super built-up  Area,Talaghattapura,1868.0,3.0,1.0,120.0,3
8794,Super built-up  Area,Talaghattapura,1804.0,3.0,1.0,115.0,3
8795,Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3
8796,Super built-up  Area,Talaghattapura,2254.0,3.0,2.0,153.0,3
8797,Super built-up  Area,Talaghattapura,2106.0,3.0,3.0,148.0,3
8798,Super built-up  Area,Talaghattapura,1856.0,3.0,2.0,135.0,3
8799,Super built-up  Area,Talaghattapura,2273.0,3.0,3.0,159.0,3
8800,Super built-up  Area,Talaghattapura,2099.0,3.0,3.0,147.0,3
8801,Built-up  Area,Talaghattapura,1100.0,2.0,0.0,50.0,2
8802,Super built-up  Area,Talaghattapura,1100.0,2.0,1.0,49.49,2
8803,Super built-up  Area,Talaghattapura,1575.0,3.0,2.0,80.0,3
8804,Super built-up  Area,Talaghattapura,2273.0,3.0,2.0,145.0,3
8805,Super built-up  Area,Talaghattapura,1175.0,2.0,2.0,62.0,2
8806,Super built-up  Area,Talaghattapura,1804.0,3.0,2.0,127.0,3
8807,Super built-up  Area,Talaghattapura,1062.0,2.0,1.0,42.48,2
8808,Built-up  Area,Talaghattapura,1800.0,3.0,1.0,84.0,3
8809,Super built-up  Area,Talaghattapura,2265.0,3.0,3.0,159.0,3
8810,Super built-up  Area,Talaghattapura,2099.0,3.0,2.0,134.0,3
8811,Super built-up  Area,Thanisandra,510.0,1.0,0.0,25.25,1
8812,Super built-up  Area,Thanisandra,1296.0,2.0,3.0,80.0,2
8814,Super built-up  Area,Thanisandra,2144.0,3.0,2.0,145.0,3
8816,Super built-up  Area,Thanisandra,445.0,1.0,0.0,28.0,1
8817,Super built-up  Area,Thanisandra,1296.0,2.0,2.0,83.0,2
8819,Super built-up  Area,Thanisandra,2144.0,3.0,2.0,135.0,3
8821,Super built-up  Area,Thanisandra,1093.0,2.0,2.0,70.0,2
8822,Super built-up  Area,Thanisandra,1265.0,2.0,1.0,79.0,3
8823,Super built-up  Area,Thanisandra,1651.0,3.0,3.0,97.38,3
8824,Super built-up  Area,Thanisandra,1265.0,2.0,2.0,85.0,2
8825,Super built-up  Area,Thanisandra,510.0,1.0,1.0,25.25,1
8826,Super built-up  Area,Thanisandra,1564.0,3.0,1.0,101.0,3
8828,Super built-up  Area,Thanisandra,1847.0,3.0,2.0,123.0,3
8830,Super built-up  Area,Thanisandra,1697.0,3.0,2.0,114.0,3
8832,Built-up  Area,Thanisandra,3500.0,5.0,0.0,160.0,6
8833,Super built-up  Area,Thanisandra,1573.0,3.0,2.0,95.0,3
8834,Super built-up  Area,Thanisandra,1917.0,3.0,3.0,122.0,3
8835,Super built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1
8836,Super built-up  Area,Thanisandra,1098.0,2.0,1.0,68.0,2
8837,Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.3,1
8844,Super built-up  Area,Thanisandra,1697.0,3.0,2.0,115.0,3
8845,Plot  Area,Thanisandra,1380.0,1.0,1.0,62.1,1
8846,Super built-up  Area,Thanisandra,923.0,1.0,1.0,60.84,1
8848,Built-up  Area,Thanisandra,923.0,1.0,1.0,45.69,1
8852,Built-up  Area,Thanisandra,1874.0,4.0,1.0,130.0,3
8853,Super built-up  Area,Thanisandra,1698.0,3.0,2.0,102.0,3
8854,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.04,3
8855,Super built-up  Area,Thanisandra,1996.0,3.0,2.0,135.0,3
8856,Super built-up  Area,Thanisandra,1801.0,3.0,1.0,115.0,3
8857,Super built-up  Area,Thanisandra,1265.0,2.0,2.0,82.0,2
8859,Super built-up  Area,Thanisandra,1917.0,4.0,2.0,113.0,3
8860,Super built-up  Area,Thanisandra,662.0,1.0,1.0,42.0,1
8862,Super built-up  Area,Thanisandra,1948.0,3.0,2.0,130.0,3
8864,Super built-up  Area,Thanisandra,965.0,2.0,1.0,67.0,2
8865,Super built-up  Area,Thanisandra,1098.0,2.0,1.0,74.0,2
8867,Super built-up  Area,Thanisandra,1564.0,3.0,1.0,104.0,3
8873,Super built-up  Area,Thanisandra,2127.0,3.0,2.0,135.0,3
8874,Super built-up  Area,Thanisandra,1276.0,2.0,2.0,75.0,2
8875,Built-up  Area,Thanisandra,693.0,1.0,1.0,34.3,1
8877,Super built-up  Area,Thanisandra,1265.0,2.0,1.0,78.0,2
8879,Super built-up  Area,Thanisandra,934.0,2.0,2.0,55.0,2
8880,Super built-up  Area,Thanisandra,1056.0,2.0,2.0,68.0,2
8881,Built-up  Area,Thanisandra,1595.0,3.0,1.0,110.0,3
8882,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.15,3
8883,Super built-up  Area,Thanisandra,1093.0,2.0,1.0,68.1,2
8885,Super built-up  Area,Thanisandra,1093.0,2.0,2.0,72.0,2
8887,Super built-up  Area,Thanisandra,1698.0,3.0,2.0,107.0,3
8888,Super built-up  Area,Thanisandra,1564.0,3.0,1.0,105.0,3
8889,Super built-up  Area,Thanisandra,1265.0,2.0,1.0,83.0,2
8890,Super built-up  Area,Thanisandra,965.0,2.0,1.0,56.0,2
8891,Super built-up  Area,Thanisandra,1546.0,3.0,1.0,95.0,3
8892,Super built-up  Area,Thanisandra,1697.0,3.0,2.0,110.0,3
8893,Built-up  Area,Thanisandra,1492.0,3.0,1.0,88.0,3
8894,Built-up  Area,Thanisandra,2072.0,3.0,2.0,122.0,3
8895,Super built-up  Area,Thanisandra,1880.0,3.0,3.0,120.0,3
8896,Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.0,1
8898,Built-up  Area,Thanisandra,1800.0,4.0,1.0,125.0,3
8899,Super built-up  Area,Thanisandra,933.0,2.0,1.0,58.0,1
8900,Super built-up  Area,Thanisandra,1917.0,3.0,2.0,110.0,3
8901,Super built-up  Area,Thanisandra,1996.0,4.0,1.0,123.0,3
8902,Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.25,2
8903,Built-up  Area,Thanisandra,1491.0,3.0,1.0,88.0,3
8905,Super built-up  Area,Thanisandra,662.0,1.0,1.0,29.0,1
8907,Super built-up  Area,Thanisandra,1564.0,3.0,2.0,100.0,3
8908,Super built-up  Area,Thanisandra,663.0,1.0,0.0,46.1,1
8909,Built-up  Area,Thanisandra,662.0,1.0,0.0,45.0,1
8910,Super built-up  Area,Thanisandra,1573.0,3.0,2.0,98.0,3
8911,Super built-up  Area,Thanisandra,1262.0,2.0,1.0,83.0,3
8912,Super built-up  Area,Thanisandra,1056.0,2.0,2.0,65.0,2
8913,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,115.0,3
8915,Super built-up  Area,Thanisandra,1935.0,4.0,2.0,122.0,3
8916,Super built-up  Area,Thanisandra,933.0,2.0,1.0,55.0,2
8917,Super built-up  Area,Thanisandra,1183.0,2.0,1.0,77.3,2
8918,Super built-up  Area,Thanisandra,662.0,1.0,0.0,38.0,1
8920,Super built-up  Area,Thanisandra,1595.0,3.0,1.0,105.0,3
8922,Super built-up  Area,Thanisandra,580.0,1.0,1.0,27.5,1
8923,Super built-up  Area,Thanisandra,2087.0,4.0,2.0,139.0,3
8925,Super built-up  Area,Thanisandra,1098.0,2.0,1.0,71.0,2
8926,Super built-up  Area,Thanisandra,1411.0,3.0,1.0,93.25,3
8929,Super built-up  Area,Thanisandra,1732.0,3.0,1.0,112.0,3
8930,Super built-up  Area,Thanisandra,933.0,1.0,1.0,61.0,1
8931,Super built-up  Area,Thanisandra,1702.0,3.0,2.0,107.0,3
8932,Super built-up  Area,Thanisandra,2030.0,4.0,1.0,125.0,3
8934,Super built-up  Area,Thanisandra,663.0,1.0,1.0,46.0,1
8935,Built-up  Area,Thanisandra,1948.0,4.0,2.0,129.0,4
8936,Built-up  Area,Thanisandra,1573.0,3.0,1.0,90.0,3
8937,Super built-up  Area,Thanisandra,1056.0,2.0,2.0,70.0,2
8938,Super built-up  Area,Thanisandra,1595.0,3.0,2.0,96.0,3
8941,Super built-up  Area,Thanisandra,1245.0,2.0,1.0,83.05,2
8942,Super built-up  Area,Thanisandra,1261.0,2.0,1.0,80.0,3
8943,Super built-up  Area,Thanisandra,1884.0,4.0,2.0,117.0,3
8945,Super built-up  Area,Thanisandra,1930.0,4.0,2.0,122.0,3
8947,Super built-up  Area,Thanisandra,1930.0,4.0,2.0,120.0,3
8948,Super built-up  Area,Thanisandra,760.0,1.0,2.0,50.4,1
8949,Super built-up  Area,Thanisandra,663.0,1.0,0.0,32.82,1
8950,Super built-up  Area,Thanisandra,1801.0,3.0,2.0,115.0,3
8951,Super built-up  Area,Thanisandra,1806.0,6.0,2.0,116.0,3
8954,Super built-up  Area,Thanisandra,1305.0,2.0,2.0,90.0,2
8955,Super built-up  Area,Thanisandra,1965.0,4.0,2.0,125.0,3
8956,Super built-up  Area,Thanisandra,1573.0,3.0,2.0,100.0,3
8958,Built-up  Area,Thanisandra,1917.0,4.0,2.0,130.0,4
8960,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,230.0,4
8962,Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,103.0,2
8963,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,95.0,2
8964,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,235.0,4
8965,Super built-up  Area,Thigalarapalya,3122.0,6.0,2.0,245.0,4
8967,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,103.0,2
8968,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,101.0,2
8969,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,104.0,2
8971,Super built-up  Area,Thigalarapalya,3122.0,5.0,2.0,225.0,4
8972,Super built-up  Area,Thigalarapalya,2912.0,6.0,2.0,210.0,4
